SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	ReadingTotalWASLTested	ReadingMetStandardIncludingPrevPass	ReadingPercentMetStandardIncludingPrevPass	ReadingMetStandardWithoutPrevPass	ReadingPercentMetStandardWithoutPrevPass	ReadingPercentMetStandardExcludingNoScore	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelBasic	ReadingPercentLevelBasic	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNoScore	ReadingPercentNoScore	ReadingNotMet	ReadingPercentNotMet	ReadingExcusedAbsence	ReadingExempted	ReadingWAASPORT	ReadingWAASDAW	MathTotalWASLTested	MathMetStandardIncludingPrevPass	MathPercentMetStandardIncludingPrevPass	MathMetStandardWithoutPrevPass	MathPercentMetStandardWithoutPrevPass	MathPercentMetStandardExcludingNoScore	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelBasic	MathPercentLevelBasic	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNoScore	MathPercentNoScore	MathNotMet	MathPercentNotMet	MathExcusedAbsence	MathExempted	MathWAASPORT	MathWAASDAW	WritingTotalWASLTested	WritingMetStandardIncludingPrevPass	WritingPercentMetStandardIncludingPrevPass	WritingMetStandardWithoutPrevPass	WritingPercentMetStandardWithoutPrevPass	WritingPercentMetStandardExcludingNoScore	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelBasic	WritingPercentLevelBasic	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNoScore	WritingPercentNoScore	WritingNotMet	WritingPercentNotMet	WritingExcusedAbsence	WritingExempted	WritingWAASPORT	WritingWAASDAW	ScienceTotalWASLTested	ScienceMetStandardIncludingPrevPass	SciencePercentMetStandardIncludingPrevPass	ScienceMetStandardWithoutPrevPass	SciencePercentMetStandardWithoutPrevPass	SciencePercentMetStandardExcludingNoScore	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelBasic	SciencePercentLevelBasic	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNoScore	SciencePercentNoScore	ScienceNotMet	SciencePercentNotMet	ScienceExcusedAbsence	ScienceExempted	ScienceWAASPORT	ScienceWAASDAW	ReadingLevelIndex	MathLevelIndex
2008-09	Puget Sound Educational Service District 121	27	Pierce	27404	Eatonville School District	2808	Columbia Crest Elementary School	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Puget Sound Educational Service District 121	27	Pierce	27404	Eatonville School District	4230	Eatonville Middle School	6	134	98	72.1	98	72.1	73.1	3	2.2	33	24.3	0	0.0	63	46.3	35	25.7	2	1.5	38	27.9	0	1	1	0	134	67	49.6	67	49.6	50.0	36	26.7	31	23.0	0	0.0	38	28.1	29	21.5	1	0.7	68	50.4	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.93	2.43
2008-09	Puget Sound Educational Service District 121	27	Pierce	27404	Eatonville School District	4230	Eatonville Middle School	7	161	87	51.8	87	51.8	54.0	20	11.9	54	32.1	0	0.0	56	33.3	31	18.5	7	4.2	81	48.2	0	0	2	0	161	74	44.0	74	44.0	46.0	55	32.7	32	19.0	0	0.0	44	26.2	30	17.9	7	4.2	94	56.0	0	0	2	0	160	96	57.1	96	57.1	60.0	22	13.1	42	25.0	0	0.0	72	42.9	24	14.3	8	4.8	72	42.9	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.50	2.21
2008-09	Puget Sound Educational Service District 121	27	Pierce	27404	Eatonville School District	4230	Eatonville Middle School	8	169	94	55.0	94	55.0	55.6	20	11.7	55	32.2	0	0.0	56	32.7	38	22.2	2	1.2	77	45.0	2	0	1	0	170	73	42.7	73	42.7	42.9	42	24.6	55	32.2	0	0.0	42	24.6	31	18.1	1	0.6	98	57.3	2	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	170	84	48.8	84	48.8	49.4	26	15.1	60	34.9	0	0.0	60	34.9	24	14.0	2	1.2	88	51.2	1	0	1	0	2.63	2.35
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	1544	Collins Alternative Programs	4	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	1544	Collins Alternative Programs	5	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	1544	Collins Alternative Programs	6	12	10	83.3	10	83.3	83.3	0	0.0	2	16.7	0	0.0	6	50.0	4	33.3	0	0.0	2	16.7	0	0	0	0	12	6	50.0	6	50.0	50.0	2	16.7	4	33.3	0	0.0	2	16.7	4	33.3	0	0.0	6	50.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.17	2.67
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	1544	Collins Alternative Programs	7	20	11	55.0	11	55.0	55.0	1	5.0	8	40.0	0	0.0	8	40.0	3	15.0	0	0.0	9	45.0	0	0	0	0	20	7	35.0	7	35.0	35.0	9	45.0	4	20.0	0	0.0	7	35.0	0	0.0	0	0.0	13	65.0	0	0	0	0	18	10	50.0	10	50.0	55.6	1	5.0	7	35.0	0	0.0	7	35.0	3	15.0	2	10.0	10	50.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.65	1.90
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	1544	Collins Alternative Programs	8	40	26	65.0	26	65.0	65.0	2	5.0	12	30.0	0	0.0	17	42.5	9	22.5	0	0.0	14	35.0	0	2	0	0	40	6	15.0	6	15.0	15.0	19	47.5	15	37.5	0	0.0	4	10.0	2	5.0	0	0.0	34	85.0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	10	25.0	10	25.0	25.0	19	47.5	11	27.5	0	0.0	10	25.0	0	0.0	0	0.0	30	75.0	0	2	0	0	2.82	1.73
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	1544	Collins Alternative Programs	10	52	52	64.2	40	58.0	76.9	4	5.8	8	11.6	1	1.4	24	34.8	15	21.7	17	24.6	29	42.0	3	15	0	0	55	13	16.3	12	15.2	21.8	34	43.0	9	11.4	2	2.5	6	7.6	4	5.1	24	30.4	67	84.8	3	5	0	0	48	53	65.4	43	60.6	89.6	1	1.4	4	5.6	0	0.0	27	38.0	16	22.5	23	32.4	28	39.4	3	13	0	0	52	14	17.3	14	17.3	26.9	30	37.0	8	9.9	0	0.0	14	17.3	0	0.0	29	35.8	67	82.7	3	3	0	0	2.20	1.09
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	2149	White River Middle School	6	148	98	66.2	98	66.2	66.2	10	6.8	40	27.0	4	2.7	59	39.9	35	23.6	0	0.0	50	33.8	0	0	0	0	148	63	42.6	63	42.6	42.6	45	30.4	40	27.0	0	0.0	41	27.7	22	14.9	0	0.0	85	57.4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.75	2.27
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	2149	White River Middle School	7	158	86	54.4	86	54.4	54.4	14	8.9	58	36.7	0	0.0	41	25.9	45	28.5	0	0.0	72	45.6	0	0	0	0	156	62	39.2	62	39.2	39.7	53	33.5	41	25.9	0	0.0	34	21.5	28	17.7	2	1.3	96	60.8	0	0	0	0	152	104	66.7	104	66.7	68.4	21	13.5	27	17.3	0	0.0	58	37.2	46	29.5	4	2.6	52	33.3	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.74	2.21
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	2149	White River Middle School	8	173	109	61.6	109	61.6	63.0	19	10.7	45	25.4	0	0.0	40	22.6	69	39.0	4	2.3	68	38.4	0	1	0	0	169	68	38.4	68	38.4	40.2	51	28.8	50	28.2	0	0.0	46	26.0	22	12.4	8	4.5	109	61.6	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	166	71	40.1	71	40.1	42.8	27	15.3	68	38.4	0	0.0	54	30.5	17	9.6	11	6.2	106	59.9	0	1	0	0	2.85	2.13
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	2190	Elk Ridge Elementary	3	44	36	81.8	36	81.8	81.8	4	9.1	4	9.1	2	4.5	19	43.2	15	34.1	0	0.0	8	18.2	0	0	1	0	44	30	68.2	30	68.2	68.2	9	20.5	5	11.4	1	2.3	18	40.9	11	25.0	0	0.0	14	31.8	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.93	2.66
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	2190	Elk Ridge Elementary	4	53	48	90.6	48	90.6	90.6	0	0.0	5	9.4	3	5.7	33	62.3	12	22.6	0	0.0	5	9.4	0	0	1	0	53	24	45.3	24	45.3	45.3	12	22.6	17	32.1	0	0.0	12	22.6	12	22.6	0	0.0	29	54.7	0	0	1	0	53	32	60.4	32	60.4	60.4	10	18.9	11	20.8	1	1.9	25	47.2	6	11.3	0	0.0	21	39.6	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.96	2.45
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	2190	Elk Ridge Elementary	5	70	59	84.3	59	84.3	84.3	1	1.4	10	14.3	3	4.3	26	37.1	30	42.9	0	0.0	11	15.7	0	1	0	0	70	47	67.1	47	67.1	67.1	13	18.6	10	14.3	2	2.9	14	20.0	31	44.3	0	0.0	23	32.9	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70	31	44.3	31	44.3	44.3	11	15.7	28	40.0	0	0.0	26	37.1	5	7.1	0	0.0	39	55.7	0	1	0	0	3.13	2.84
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	3458	Glacier Middle School	6	143	114	79.7	114	79.7	79.7	8	5.6	21	14.7	6	4.2	68	47.6	40	28.0	0	0.0	29	20.3	0	1	1	0	143	72	50.3	72	50.3	50.3	39	27.3	32	22.4	1	0.7	42	29.4	29	20.3	0	0.0	71	49.7	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.90	2.41
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	3458	Glacier Middle School	7	143	90	62.1	90	62.1	62.9	8	5.5	45	31.0	10	6.9	43	29.7	37	25.5	2	1.4	55	37.9	0	1	3	0	144	74	51.0	74	51.0	51.4	41	28.3	29	20.0	1	0.7	35	24.1	38	26.2	1	0.7	71	49.0	0	1	3	0	142	88	61.1	88	61.1	62.0	25	17.4	29	20.1	6	4.2	60	41.7	22	15.3	2	1.4	56	38.9	0	2	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59	2.46
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	3458	Glacier Middle School	8	134	110	81.5	110	81.5	82.1	7	5.2	17	12.6	3	2.2	37	27.4	70	51.9	1	0.7	25	18.5	0	2	0	0	134	75	55.6	75	55.6	56.0	29	21.5	30	22.2	0	0.0	52	38.5	23	17.0	1	0.7	60	44.4	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	134	70	51.9	70	51.9	52.2	18	13.3	46	34.1	0	0.0	49	36.3	21	15.6	1	0.7	65	48.1	0	2	0	0	3.20	2.50
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4170	Wilkeson Elementary School	3	37	25	67.6	25	67.6	67.6	6	16.2	6	16.2	0	0.0	16	43.2	9	24.3	0	0.0	12	32.4	0	0	0	0	37	26	70.3	26	70.3	70.3	4	10.8	7	18.9	0	0.0	14	37.8	12	32.4	0	0.0	11	29.7	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.76	2.92
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4170	Wilkeson Elementary School	4	39	25	64.1	25	64.1	64.1	0	0.0	14	35.9	0	0.0	16	41.0	9	23.1	0	0.0	14	35.9	0	0	0	0	39	19	48.7	19	48.7	48.7	10	25.6	10	25.6	0	0.0	11	28.2	8	20.5	0	0.0	20	51.3	0	0	0	0	37	14	35.9	14	35.9	37.8	12	30.8	11	28.2	0	0.0	12	30.8	2	5.1	2	5.1	25	64.1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.87	2.44
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4170	Wilkeson Elementary School	5	41	22	53.7	22	53.7	53.7	4	9.8	15	36.6	0	0.0	11	26.8	11	26.8	0	0.0	19	46.3	0	0	0	0	41	22	53.7	22	53.7	53.7	10	24.4	9	22.0	1	2.4	14	34.1	7	17.1	0	0.0	19	46.3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41	8	19.5	8	19.5	19.5	9	22.0	24	58.5	0	0.0	8	19.5	0	0.0	0	0.0	33	80.5	0	0	0	0	2.71	2.39
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4236	Wickersham School Of Discovery	3	44	35	79.5	35	79.5	79.5	1	2.3	8	18.2	0	0.0	11	25.0	24	54.5	0	0.0	9	20.5	0	0	0	0	44	35	79.5	35	79.5	79.5	2	4.5	7	15.9	0	0.0	17	38.6	18	40.9	0	0.0	9	20.5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.32	3.16
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4236	Wickersham School Of Discovery	4	36	33	89.2	33	89.2	91.7	0	0.0	3	8.1	0	0.0	17	45.9	16	43.2	1	2.7	4	10.8	0	0	0	0	37	23	62.2	23	62.2	62.2	8	21.6	6	16.2	0	0.0	11	29.7	12	32.4	0	0.0	14	37.8	0	0	0	0	36	25	67.6	25	67.6	69.4	5	13.5	6	16.2	0	0.0	20	54.1	5	13.5	1	2.7	12	32.4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.27	2.73
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4236	Wickersham School Of Discovery	5	26	23	88.5	23	88.5	88.5	0	0.0	3	11.5	0	0.0	6	23.1	17	65.4	0	0.0	3	11.5	0	0	0	0	26	21	80.8	21	80.8	80.8	0	0.0	5	19.2	0	0.0	8	30.8	13	50.0	0	0.0	5	19.2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	15	57.7	15	57.7	57.7	2	7.7	9	34.6	0	0.0	11	42.3	4	15.4	0	0.0	11	42.3	0	0	0	0	3.54	3.31
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4309	Foothills Elementary	3	76	68	89.5	68	89.5	89.5	2	2.6	6	7.9	2	2.6	11	14.5	55	72.4	0	0.0	8	10.5	0	0	0	0	76	73	96.1	73	96.1	96.1	1	1.3	2	2.6	3	3.9	28	36.8	42	55.3	0	0.0	3	3.9	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.51	3.38
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4309	Foothills Elementary	4	86	79	91.9	79	91.9	91.9	2	2.3	5	5.8	8	9.3	37	43.0	34	39.5	0	0.0	7	8.1	0	0	0	0	86	62	72.1	62	72.1	72.1	17	19.8	7	8.1	1	1.2	23	26.7	38	44.2	0	0.0	24	27.9	0	0	0	0	84	65	75.6	65	75.6	77.4	9	10.5	10	11.6	3	3.5	44	51.2	18	20.9	2	2.3	21	24.4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.01	2.93
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4309	Foothills Elementary	5	89	83	93.3	83	93.3	93.3	1	1.1	5	5.6	5	5.6	39	43.8	39	43.8	0	0.0	6	6.7	1	0	0	0	89	62	69.7	62	69.7	69.7	11	12.4	16	18.0	1	1.1	20	22.5	41	46.1	0	0.0	27	30.3	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89	47	52.8	47	52.8	52.8	11	12.4	31	34.8	0	0.0	40	44.9	7	7.9	0	0.0	42	47.2	1	0	0	0	3.19	3.00
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4471	Mountain Meadow Elementary	3	77	65	83.3	65	83.3	84.4	7	9.0	5	6.4	1	1.3	12	15.4	52	66.7	1	1.3	13	16.7	0	0	0	0	77	68	87.2	68	87.2	88.3	5	6.4	4	5.1	3	3.8	20	25.6	45	57.7	1	1.3	10	12.8	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.35	3.24
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4471	Mountain Meadow Elementary	4	77	66	85.7	66	85.7	85.7	2	2.6	9	11.7	2	2.6	29	37.7	35	45.5	0	0.0	11	14.3	0	0	1	0	77	48	62.3	48	62.3	62.3	10	13.0	19	24.7	0	0.0	14	18.2	34	44.2	0	0.0	29	37.7	0	0	1	0	77	62	80.5	62	80.5	80.5	3	3.9	12	15.6	1	1.3	34	44.2	27	35.1	0	0.0	15	19.5	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.21	2.94
2008-09	Puget Sound Educational Service District 121	27	Pierce	27416	White River School District	4471	Mountain Meadow Elementary	5	71	62	87.3	62	87.3	87.3	3	4.2	6	8.5	1	1.4	24	33.8	37	52.1	0	0.0	9	12.7	0	0	0	0	71	50	70.4	50	70.4	70.4	11	15.5	10	14.1	0	0.0	13	18.3	37	52.1	0	0.0	21	29.6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71	46	64.8	46	64.8	64.8	6	8.5	19	26.8	0	0.0	32	45.1	14	19.7	0	0.0	25	35.2	0	0	0	0	3.31	3.07
2008-09	Puget Sound Educational Service District 121	27	Pierce	27417	Fife School District	1793	Learning Opportunity Center	10	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Puget Sound Educational Service District 121	27	Pierce	27417	Fife School District	2773	Fife High School	10	199	229	80.1	154	73.0	77.4	19	9.0	26	12.3	3	1.4	92	43.6	59	28.0	12	5.7	57	27.0	8	81	4	0	218	127	44.1	69	30.0	31.7	83	36.1	66	28.7	0	0.0	50	21.7	19	8.3	12	5.2	161	70.0	5	65	4	0	194	253	88.8	179	84.8	92.3	6	2.8	9	4.3	6	2.8	72	34.1	101	47.9	17	8.1	32	15.2	10	79	4	0	254	99	34.6	99	34.6	39.0	97	33.9	58	20.3	0	0.0	95	33.2	4	1.4	32	11.2	187	65.4	7	7	4	0	2.76	1.92
2008-09	Puget Sound Educational Service District 121	27	Pierce	27417	Fife School District	2809	Endeavour Intermediate	3	145	88	60.3	88	60.3	60.7	13	8.9	44	30.1	0	0.0	52	35.6	36	24.7	1	0.7	58	39.7	1	1	0	0	146	68	46.3	68	46.3	46.6	43	29.3	35	23.8	0	0.0	41	27.9	27	18.4	1	0.7	79	53.7	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.75	2.34
2008-09	Puget Sound Educational Service District 121	27	Pierce	27417	Fife School District	2809	Endeavour Intermediate	4	121	85	70.2	85	70.2	70.2	8	6.6	28	23.1	0	0.0	49	40.5	36	29.8	0	0.0	36	29.8	0	2	0	0	121	52	43.0	52	43.0	43.0	33	27.3	36	29.8	0	0.0	26	21.5	26	21.5	0	0.0	69	57.0	0	2	0	0	118	51	42.5	51	42.5	43.2	34	28.3	33	27.5	0	0.0	40	33.3	11	9.2	2	1.7	69	57.5	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.93	2.37
2008-09	Puget Sound Educational Service District 121	27	Pierce	27417	Fife School District	2809	Endeavour Intermediate	5	150	95	62.9	95	62.9	63.3	23	15.2	32	21.2	1	0.7	49	32.5	45	29.8	1	0.7	56	37.1	0	1	0	0	151	68	45.0	68	45.0	45.0	56	37.1	27	17.9	1	0.7	39	25.8	28	18.5	0	0.0	83	55.0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151	55	36.4	55	36.4	36.4	56	37.1	40	26.5	0	0.0	46	30.5	9	6.0	0	0.0	96	63.6	0	1	0	0	2.74	2.25
2008-09	Puget Sound Educational Service District 121	27	Pierce	27417	Fife School District	2809	Endeavour Intermediate	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2008-09	Puget Sound Educational Service District 121	27	Pierce	27417	Fife School District	2809	Endeavour Intermediate	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
