BuildingNumber	GradeTested	ReadingPercent	MathPercentMet	WritingPercentMet	SciencePercentMet
4581	5	58.4	33.8		15.6
4581	6	56.3	40.2		
4573	3	78	65.1		
4573	4	77.9	63.2	88.5	
4573	5	70.2	50		44.2
4571	3	60.6	48.5		
4571	4	59	49.4	41	
4571	5	76.4	62.5		40.3
4566	3				
1903	10	66.7	15.8	69.6	6.7
1880	10				
1881	6				
1881	7				
1881	8				
1913	3				
1913	4				
1913	5				
1913	6				
1913	7				
1913	8				
1913	10				
1921	3				
1921	5				
1921	6				
1921	7				
3340	6				
3340	7				
3340	8				
3340	10				
2878	3				
2878	4				
4215	3	23.5	17.6		
4215	4	50	21.4	35.7	
4215	5	37.5	25		0
3294	5				
3294	6				
3294	7				
3294	8				
3294	10				
3643	7	40.7	7.4	59.3	
3643	8	61.5	19.2		44
1910	3				
1910	4				
1910	6				
1910	7				
1910	8				
1910	10				
3363	8				
3363	10				
1815	3				
1815	5				
1815	6				
1815	7				
1815	8				
1815	10				
3396	10				
3193	7				
3193	8				
3193	10				
1919	3				
1919	4				
1919	5				
1919	6				
1919	7				
1919	8				
1919	10				
1904	3				
1904	4				
1904	5				
1904	6	46.4	21.4		
1904	7				
1904	8				
1904	10				
1835	8				
1835	10	38.9		44.4	
2407	10				
1851	6				
1851	8	46.2	7.7		15.4
1851	10	35	0	47.6	0
1845	3				
1845	4				
1845	5				
1845	6				
1845	7				
1845	8				
4575	6	49.2	27.6		
4575	7	46.6	24.1	50.8	
4575	8	58.3	36.2		37.4
1829	10				
4007	8				
4007	10				
1928	10	53.3	12.5	60	5.9
4567	8				
4567	10	94.3	59.8	97.5	54.1
2986	10				
2601	6				
2601	7				
2601	8				
2601	10				10
3446	3	67.8	52.2		
3143	5				
3143	6				
3143	7				
3143	8				
3143	10				
3470	5				
3470	6				
3470	7				
3470	8				
3470	10				
1933	3				
1933	4				
1933	5				
1933	6				
1933	7				
1933	8	10	0		0
4580	6	53.3	73.3		
4580	7	50	25	45.8	
4580	8	57.7	48		16
4580	10	56.9	19.6	72.5	17
4582	8	65	45.8		53.3
4582	10				
4576	3	83.3	63.3		
4576	4	63.4	43.7	40.8	
4576	5	70	32.5		18.8
4578	7	62.7	43.9	76.9	
4578	8	69.3	40.8		47.3
1852	3	49	20.4		
1852	4	40	15.6	26.7	
1852	5	51	13.7		12
1852	6	45.5	23.6		
1852	7	37.5	16.7	27.1	
1852	8	53.7	20.4		35.2
1852	10	76	32	76	40
1935	10	94.1	78.8	97.1	72.7
3569	6				
3569	7				
3569	8	31.6	2.8		8.1
3569	10	32	5.3	41.7	15.8
1966	3				
1966	4	31.8	15.9	22.7	
1966	5	36.8	23.7		13.2
1966	6	27.6	17.2		
1966	7	40.4	28.1	45.6	
1966	8	42.9	16.1		17.9
1966	10	82.1	20.7	78.6	17.2
1962	10				
4524	6				
4524	7				
4524	8				
4524	10				
1940	10				
2027	10				
1735	10				
1667	3				
1667	4				
1667	5				
1667	6				
1667	7				
1926	3	63.6	36.4		
1926	4	54.5	31.8	40.9	
1926	5	47.8	30.4		13
1926	6	53.3	40		
1926	7	40	33.3		
1926	8	57.1	14.3		35.7
3522	6	97.5	95.1		
3522	7	91	92.3	98.7	
3522	8	97.5	93.8		91.3
3522	10	98.6	87.5	100	97.2
1802	8				
1802	10				
1968	10				
3481	7				
3481	8				
3481	10				
1934	10				
1820	10				
1927	10	62.9	17.9	75.7	37.5
4577	3	80.4	75		
4577	4	74.6	47.8	59.7	
4577	5	67.6	43.7		7
4577	6	69.8	58.5		
1941	3	81.3	37.5		
1941	4	68.8	43.8	43.8	
1941	5	76.5	11.8		17.6
1941	6	54.5	45.5		
1941	7	72.7	54.5	63.6	
1941	8				
2340	3	75.3	72.4		
2340	4	70.7	73.2	75.6	
2340	5	65.9	45.9		31.8
1653	7				
1653	8	43.8	6.3		18.8
1861	3				
1861	4				
1861	5				
1861	6				
1861	7				
1861	8				
1861	10				
1892	3				
1892	4				
1892	5				
1892	6				
1892	7				
1892	8				
1892	10				
4583	3	78.5	73.8		
4583	4	70.2	63.6	68	
4583	5	72.8	71.1		38.6
2245	6	58.1	33.8		
2245	7	64.4	45.8	66.1	
2245	8	65.8	19.2		33.3
1961	6	73.9	34.8		
1961	7	88.2	70.6	94.1	
1961	8	75	43.8		75
1963	6				
1963	7				
1963	8				
1963	10				
3213	10				
1811	8				
1811	10				
4108	4				
4108	8				
1506	8				
1506	10				
1902	4				
1942	3	56.3	43.8		
1942	4	50	57.1	42.9	
1942	5	75	58.3		33.3
1942	6	58.3	33.3		
1942	7				
1942	8				
1897	4				
1882	4				
1882	5				
1882	6				
1882	7				
1882	8				
2001	3				
2001	6				
1838	10	79.2	9.1	95.8	9.5
1964	3	57.1	28.6		
1964	4	54.5	27.3	63.6	
1964	5				
1964	6	75	50		
1964	7				
1964	8	66.7	16.7		50
1964	10				
1842	10	67.7	13.8	72.4	16.7
1857	5				
1857	6				
1857	7				
1857	8				
3507	8				
3507	10				
1938	10				
1951	3				
1951	4				
1951	6				
1951	7				
1951	8				
1951	10				
4218	3	68.8	71.9		
4218	4	50.6	48.1	50	
4218	5	56.8	42.5		10.8
4218	6	65.8	46.6		
4218	7	63.3	61.2	81.6	
3925	7				
3925	8				
3925	10				
4570	8				
4570	10	80.2	50.1	85.4	43.2
1932	3				
1932	4				
1932	5				
1932	6				
1932	7				
1932	8				
4020	10				
2549	3	41.4	44.8		
2549	4	34.6	15.4	34.6	
2549	5	21.1	0		0
4232	6	32.3	9.7		
4232	7	57.1	23.8	42.9	
4232	8	65	25		30
4569	10	83.4	42.8	83.8	44.5
4579	3	67.5	55		
4579	4	62	65.2	56.5	
4579	5	58.7	44		44
4593	6	77.5	56.3		
4593	7	80	72	84	
4593	8	75.6	38.9		58.9
1988	3	61.6	40.4		
1988	4	62.4	27.6	31.2	
1988	5	52.1	30.4		16
1988	6	50.8	37.9		
1988	7	51.2	37.7	38.4	
1988	8	48.1	21		34.3
4586	6	51.3	40.4		
4586	7	60.5	46.8	59.3	
1975	6	90.3	83.9		
1975	7	100	90.3	96.8	
1975	8	100	90		93.3
4590	5	62	42.3		27.5
4590	6	58	37.4		
4590	7	53.8	55.9	81.2	
4591	5				
4591	6	74.6	58.6		
4591	7	77.2	64.7	81.9	
4591	8	77.5	57.3		65.6
3556	3				
3556	4	52.4	28.6	42.9	
3556	5	69.2	46.2		23.1
3556	6	66.7	33.3		
3556	7	78.1	34.4	59.4	
3556	8	67.9	25		57.1
3556	10	91.7	36.4	100	27.3
4588	3	37.2	25.6		
4588	4	31.6	15.8	12.3	
4588	5	39.4	5.6		1.4
4587	3	74.2	64.6		
4587	4	62.5	59.6	64.4	
4587	5	58.5	36.6		26.8
4595	3	62.8	40.4		
4595	4	65.2	41.7	67.4	
4595	5	66.2	41.2		23.7
4592	3	88.1	83.6		
4592	4	83.1	84.4	81.8	
4592	5	88	73.3		49.3
1971	10	54.5	14.3		21.4
1972	10	37.5	4.2	68	4.5
1987	3				
1987	4				
1987	5				
1987	6				
1987	7				
1987	8				
1987	10				
1990	7				
1990	8				
1990	10				
3553	10	93.4	80.4	98.1	85.3
1983	3				
1983	4				
1983	5				
1983	6	38.5	30.8		
1983	7	44	32	60	
1983	8	53.6	18.5		22.2
1983	10	64.7	18.8	70.6	37.5
5021	3				
5021	4				
5021	5				
5021	6				
5021	7				
5021	8				
5021	10				
5004	3				
5004	4				
5004	5				
5004	6				
5004	7				
5004	8				
5004	10				
1992	3	44	28		
1992	4				
1992	5	42.9	21.4		
1992	6	68.8	50		
1992	7	57.1	38.1	57.1	
1992	8	66.7	25		41.7
1992	10				
3559	6	50	15.4		
3559	7	54.3	22.9	65.7	
3559	8	84.2	31.6		78.9
1973	10				
1817	3				
1817	4				
1817	5				
1817	6				
1817	7				
1817	8				
5014	10				
1986	3	16.7	0		
1986	4	20.8	0	12.5	
1986	5	17.4	0		0
1986	6	18.2	0		
1986	7	11.8	11.8	0	
1986	8	16.7	0		17.6
1986	10	43.3	3.6	58.6	8
5032	3	52.9	11.8		
5032	4	61.5	69.2	46.2	
5032	5	26.7	0		0
5032	6	37.5	8.3		
5032	7	30	20	30	
5032	8				
2594	3	75	46.7		
2594	4	55.6	33.3	48.1	
2594	5	66.7	46.7		30
1523	4				
1523	5				
4594	3	59.5	34.5		
4594	4	66	28.7	67	
4594	5	75.6	54.7		40.7
5015	3	91.2	88.5		
5015	4	86.2	68.1	86.2	
5015	5	90	75		81
5016	7	47.7	45	56.2	
5016	8	61.2	41.5		34.1
5018	3	91.7	83.3		
5018	4	77.5	75	65	
5018	5	75.5	38.8		14.3
5018	6	67.3	54.5		
5020	3	31.9	24.4		
5020	4	25.9	9.5	16.4	
5020	5	31	11.6		3.1
4585	10	83.5	48.7	89.7	46.3
4574	6	61.3	57.5		
4574	7	68.2	58.4	77.5	
4574	8	77.7	40.6		52.6
5027	6	76.2	76.2		
5027	7	53.7	55.6	78	
5027	8	77.4	30.2		50.9
5027	10	96	52	96	60
5029	6	59.4	48.6		
5029	7	52.8	46	74.1	
5029	8	67	61.6		45.1
5030	3				
5030	4				
5030	6				
5030	7				
5030	8				
5033	10	84.5	29.7	95.4	39
5035	5				
5035	6				
5037	10	75.1	42.8	87	36.3
5038	10				
5040	6	56.6	34.3		
5040	7	53.9	35.8	71	
5040	8	72.6	42.9		55.4
5042	10				
5047	3				
5047	4				
5047	5				
5047	6				
5047	7				
5047	8				
5047	10				
5060	10				
3883	10				
4335	6	53.4	25.9		
4335	7	60	30	68.6	
4335	8	52.4	17.5		33.3
1663	8				
1663	10				
3417	3	80.3	72.4		
3417	4	75.8	58.1	68.3	
3417	5	68.8	53.1		38.1
1679	10				
1915	3				
1915	5				
1915	8				
1915	10				
1980	10				
5010	5				
5010	6	84.2	71.1		
5010	7	77.5	53.6	77.9	
5010	8	82.3	50.8		60.2
5028	10	72.4	6.1	74.2	9.1
5049	6	30.1	31.9		
5049	7	25.9	43.5	46.9	
5049	8	51.2	41.7		19.5
5051	3	83.2	87.5		
5051	4	86.9	67.5	75.4	
5051	5	84	69.1		42.6
5052	7	71.7	50.3	66.5	
5052	8	79.9	47.5		48.2
5053	3	92.8	78.4		
5053	4	84.7	75	81.4	
5053	5	95.1	90.1		90.1
5053	6	81.1	83		
5054	6	71.4	66.2		
5054	7	83.6	75.7	89.7	
5054	8	80	68.1		72.9
5056	3	88.6	87.3		
5056	4	76.8	85.8	80.4	
5056	5	89.2	78.3		51.2
5057	7	87.5	84.4	81.3	
5057	8	87.1	83.9		80.6
8407	3	30.8	7.7		
8407	4				
8407	5	60	10		0
8407	6				
8407	7	20			
8407	8				
5950	10				
5063	10	65.5	7.4	75.4	8.9
5064	10	53.9	19.4	73.1	15.1
5065	10	39.2	10	83	11.8
5066	3	65.3	65.8		
5066	4	53.8	54.5	53.8	
5066	5	54	50.8		19
5070	3				
5070	4				
5070	5				
5070	6				
5070	7				
5070	8				
5070	10				
5071	10	59.2	17.6	62.1	17.7
5075	3	84.2	84.2		
5075	4	74.1	51.9	70.4	
5075	5	64.7	58.8		29.4
5075	6	72.7	31.8		
5078	7				
5078	10	83.3	16.7	92.3	61.5
5077	10				
5080	10				
5081	10				
5095	3				
5095	4	36.4	27.3		
5095	5	64.3	28.6		21.4
5095	6				
5095	7	46.7	26.7	20	
5095	8	50	7.1		28.6
5097	3				
5097	6				
5097	7				
5097	8				
5097	10				
1911	10				
5951	10				
2612	5				
2612	10				
1559	5				
1559	6				
1559	7				
1559	8				
1559	10				
1790	5				
1790	7				
1790	8				
3903	3				
3903	4				
3903	6				
3903	7				
3903	8				
3903	10				
3352	6				
3352	7				
3352	8				
3352	10				
3420	7				
3420	8				
3420	10				
3526	7				
3526	8				
3526	10				
1976	10				
5059	8				
5059	10				
5082	3	80.9	67.6		
5082	4	67.9	56.4	70.5	
5082	5	75	71.7		46.7
5085	10	84.9	44	87.7	59.6
5088	3	77.9	71		
5088	4	80	63	77	
5088	5	78.4	50.5		43.2
5088	6	78.4	44		
5089	5	72.5	50		33.3
5089	6	69.4	53.2		
5089	7	69.4	66.1	75.2	
5089	8	67.5	65.3		43.1
5090	3	70.2	44.7		
5090	4	63.4	41.8	56.7	
5091	3	93.8	77.8		
5091	4	85.9	78.2	85.9	
5091	5	84	70.7		49.3
5092	3	92.7	87.1		
5092	4	80.1	78	80.1	
5092	5	87.7	70.2		52.6
5093	3	83	60.4		
5093	4	77.7	54.5	64.3	
5093	5	84.9	70.9		58.1
5093	6	73.3	51.7		
5094	3	96.7	87.8		
5094	4	89.3	85.3	96	
5094	5	81.3	69.3		45.3
5094	6	76.1	74.6		
5098	10	63.8	15.2	78.2	10.1
5099	8	61	48.2		59.5
5100	3	79.5	68.4		
5100	4	77.8	67.5	82.9	
5100	5	80.2	63.6		32.2
5100	6	79	55.2		
5102	10	39.4	4.4	67.6	13
5101	10	78.7	29.7	88	45.9
5103	10	79.7	43.8	85.7	41.1
5104	10	65.7	5.7	75.8	6.3
5105	3				
5105	4				
5105	5				
5105	6				
5105	7				
5105	8				
5105	10				
5106	10	72.7	27.3	72.7	9.1
5108	7				
5108	8	15.4			7.7
5109	10	62.2	23.6	69.3	33.3
5111	10	79.1	51.6	86.9	50.7
5112	6				
5112	7				
5112	8				
5112	10				
5114	10				
5115	3	77.5	63.4		
5115	4	71.7	51.7	68.3	
5115	5	77.5	43.7		28.2
5115	6	63.8	60		
5116	10		0		
5117	10				
5118	3				
5118	4				
5118	5				
5118	6				
5118	8				
5118	10				
5046	3				
5046	4				
5046	5				
5046	6				
5046	7				
5046	8				
5046	10				
5957	8				
5957	10	38.5			
5133	5	64.3	62		40.3
5133	6	69.9	63.9		
5133	7	72.2	66.9	60.2	
5133	8	68.8	67.4		49.3
5131	5	78.4	56.9		41.2
5131	6	71.4	59		
5131	7	70.5	71.4	76.8	
5131	8	75	69.3		61.4
5132	3	81.2	62.4		
5132	4	87	80	75.8	
5125	3	87.2	72.3		
5125	4	82.8	68.8	62.5	
5125	5	86.4	87.9		77.3
5159	3	69.7	67.1		
5159	4	51.5	46.4	56.7	
5159	5	53.4	48.3		13.8
5159	6	54.5	45.5		
5160	3	87.5	75		
5160	4	75	61.9	59.5	
5160	5	62.3	40.6		25.5
5160	6	67.7	65.6		
5158	3	80.2	75.8		
5158	4	75.9	66.3	75.9	
5158	5	83.6	70.5		70.5
5166	8				
5166	10				
5156	3	65.2	65.2		
5156	4	78.3	69.6	73.9	
5156	5	76.2	85.7		42.9
5156	6	38.9	27.8		
5156	7	53.6	51.7	55.2	
5156	8	60	51.7		26.7
5156	10	45.3	11.3	62.3	7.5
5956	10				
5136	3	62.5	61.4		
5136	4	54.5	30.3	58.6	
5136	5	66.3	33.7		21.1
5163	10	62.5	13	66.7	0
5138	6	64.6	47.9		
5138	7	62.7	49	68.6	
5138	8	78.7	38.3		46.8
5138	10	67.9	29.6	96.4	18.5
5171	7				
5171	10	19	8.7	38.1	13
5139	3	94.4	84.5		
5139	4	91.9	77.9	86	
5139	5	92.1	69.7		53.3
5139	6	80.8	75.6		
5143	7	37.3	26.3	52.6	
5143	8	42.9	14.3		21.4
5123	3	78.2	60.4		
5123	4	65.2	42.7	51.7	
5123	5	73.6	48.6		20.8
5154	10				
5148	3	60.7	54.2		
5148	4	61.7	35.5	37.4	
5168	6	92	82.2		
5168	7	92.4	89.5	95.2	
5168	8	98.7	92.3		88.5
5167	3	76	75		
5167	4	70.8	47.7	60	
5167	5	66.3	71.6		18.5
5167	6	54.5	60		
5146	3				
5146	4				
5146	5				
5146	6				
5146	7				
5146	8				
5146	10	40			18.2
5155	3				
5155	5				
5155	7				
5164	10	58.2	16.6	74	18.5
1977	3				
5142	7	69.5	66.2	76.5	
5142	8	76.7	57		65.2
5165	3				
5165	4				
5165	5				
5165	6				
5165	7	72.2	50	55	
5165	8	65	10		30
5165	10	75	40	75	35
2446	3				
2446	4				
5128	10	86.9	51.4	90	53.6
5135	6	79.2	70.3		
5135	7	80.3	69.7	90.9	
5135	8	86.5	67.6		86.5
5147	7	56	28	44	
5147	8	59	25.6		41
5147	10	65.8	15.9	71.1	19.4
5152	8				
5152	10				
5170	6	28	11.2		
5170	7	25.9	19.7	26.7	
5170	8	43.2	14.3		22.6
5149	6				
5149	7				
5149	8				
5149	10	36.7	16.7	40	10.3
5144	7	32.3	20.8	42.3	
5144	8	50.4	25.7		26.5
5153	6				
5153	7				
5153	8				
5153	10	64.3	35.7	77.8	34.5
4105	10				
4118	10				
4175	10				
5072	5				
5072	6				
5072	8				
5072	10				
5084	3				
5084	6				
5084	7				
5084	8				
5151	7				
5151	8				
5151	10				
5173	3	79	69.1		
5173	4	73	64	62.9	
5173	5	74.6	59.3		33.9
5174	7	50	25	50	
5174	8	63.6	18.2		36.4
5174	10	31.7	7.1	56.1	9.5
5175	3	65.6	66.7		
5175	4	62.5	75	50	
5175	5	50	55.6		26.9
5175	6	62.9	63.4		
5175	7	65	61	67.5	
5175	8	69.7	41.2		38.2
5176	10	61.5			
5178	3	43	42		
5178	4	53.3	44	57.3	
5178	5	60.7	39.3		7.9
5178	6	53.8	62.8		
5180	3				
5180	4				
5180	5				
5180	6				
5180	7				
5180	8				
5180	10				
5181	7				
5181	10				
5183	10				
5184	10				
5185	10				
5188	7				
5189	4				
5189	5				
5189	7				
5189	8				
5189	10				
5191	4				
5191	5				
5191	6				
5191	7				
5191	8	41.7	16.7		16.7
5191	10	77.8	10.5	77.8	20
3496	6				
3496	7				
3496	8				
3496	10				
5190	6				
5190	7				
5190	8				
5190	10				
5193	7				
5193	8				
5193	10				
5194	10				
5197	8				
5197	10	35.7	11.5	50	7.7
